Order,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice
728.0,902477130.0,30.0,72.0,9392.0,3.0,3.0,1900.0,1950.0,0.0,0.0,0.0,245.0,245.0,797.0,0.0,0.0,797.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1949.2,0.0,0.0,0.0,36.0,94.0,0.0,0.0,0.0,0.0,9.0,2009.0,44000.0
729.0,903200080.0,70.0,144.0,21384.0,5.0,6.0,1923.0,2004.0,0.0,1309.0,0.0,15.0,1324.0,1072.0,504.0,0.0,1576.0,2.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,1923.0,2.0,528.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,223500.0
730.0,903201020.0,30.0,64.6,6615.0,6.0,6.0,1923.0,1950.0,0.0,0.0,0.0,1022.0,1022.0,1432.0,0.0,0.0,1432.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1923.0,1.0,216.0,266.0,61.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,149000.0
731.0,903201080.0,50.0,55.0,7264.0,7.0,7.0,1925.0,2007.0,0.0,0.0,0.0,952.0,952.0,952.0,596.0,0.0,1548.0,0.0,0.0,2.0,1.0,3.0,1.0,5.0,0.0,1978.0,2.0,672.0,74.0,0.0,0.0,0.0,144.0,0.0,0.0,10.0,2009.0,205000.0
732.0,903202170.0,70.0,50.0,4960.0,5.0,7.0,1930.0,1982.0,0.0,0.0,0.0,297.0,297.0,1001.0,653.0,0.0,1654.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1955.0,1.0,336.0,244.0,60.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,137000.0
733.0,903205040.0,30.0,53.6,8854.0,6.0,6.0,1916.0,1950.0,0.0,0.0,0.0,952.0,952.0,952.0,0.0,0.0,952.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0,1916.0,1.0,192.0,0.0,98.0,0.0,0.0,40.0,0.0,0.0,5.0,2009.0,121000.0
734.0,903226130.0,50.0,50.0,6000.0,4.0,6.0,1936.0,1950.0,0.0,672.0,0.0,0.0,672.0,757.0,567.0,0.0,1324.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1936.0,1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,128000.0
735.0,903226170.0,50.0,50.0,6000.0,6.0,9.0,1937.0,2000.0,0.0,0.0,0.0,698.0,698.0,786.0,390.0,0.0,1176.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1999.0,2.0,624.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,134900.0
736.0,903227070.0,50.0,50.0,6000.0,5.0,8.0,1925.0,1997.0,0.0,0.0,0.0,884.0,884.0,884.0,464.0,0.0,1348.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,1.0,1960.0,1.0,216.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,5.0,2009.0,117000.0
737.0,903227090.0,50.0,50.0,6000.0,6.0,6.0,1939.0,1950.0,0.0,0.0,0.0,780.0,780.0,825.0,587.0,0.0,1412.0,0.0,0.0,1.0,0.0,4.0,1.0,6.0,1.0,1939.0,1.0,280.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,132500.0
738.0,903228070.0,50.0,60.0,6000.0,5.0,5.0,1924.0,1950.0,444.0,220.0,0.0,248.0,468.0,822.0,320.0,0.0,1142.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1924.0,1.0,320.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,6.0,2009.0,93000.0
739.0,903228120.0,45.0,50.0,6000.0,6.0,7.0,1926.0,2004.0,0.0,0.0,0.0,884.0,884.0,904.0,0.0,0.0,904.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1926.0,1.0,180.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,1.0,2009.0,119000.0
740.0,903230100.0,30.0,60.0,6911.0,5.0,5.0,1924.0,1950.0,0.0,405.0,0.0,740.0,1145.0,1301.0,0.0,0.0,1301.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1965.0,2.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,100000.0
741.0,903231010.0,50.0,51.0,6120.0,5.0,6.0,1936.0,1950.0,0.0,0.0,0.0,927.0,927.0,1067.0,472.0,0.0,1539.0,0.0,0.0,1.0,1.0,3.0,1.0,5.0,0.0,1995.0,2.0,576.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,141500.0
742.0,903231030.0,50.0,51.0,6120.0,4.0,7.0,1935.0,1995.0,0.0,0.0,0.0,884.0,884.0,989.0,584.0,0.0,1573.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1935.0,1.0,240.0,0.0,0.0,54.0,0.0,120.0,0.0,0.0,7.0,2009.0,133000.0
743.0,903231060.0,30.0,51.0,6120.0,2.0,3.0,1936.0,1950.0,0.0,0.0,0.0,264.0,264.0,800.0,0.0,0.0,800.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1929.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009.0,60000.0
744.0,903231130.0,30.0,51.0,6120.0,5.0,7.0,1931.0,1993.0,0.0,209.0,0.0,506.0,715.0,875.0,0.0,0.0,875.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1931.0,1.0,180.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,105000.0
745.0,903232060.0,30.0,51.0,6120.0,5.0,6.0,1925.0,1999.0,0.0,0.0,0.0,960.0,960.0,995.0,0.0,0.0,995.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1926.0,1.0,264.0,0.0,15.0,51.0,0.0,0.0,0.0,0.0,3.0,2009.0,115000.0
746.0,903234220.0,50.0,51.0,6120.0,5.0,6.0,1938.0,1950.0,0.0,273.0,0.0,679.0,952.0,994.0,588.0,0.0,1582.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,1938.0,1.0,250.0,189.0,0.0,34.0,150.0,0.0,0.0,0.0,2.0,2009.0,150000.0
747.0,903236040.0,30.0,50.0,8635.0,5.0,5.0,1925.0,1950.0,0.0,134.0,0.0,938.0,1072.0,1072.0,0.0,0.0,1072.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1982.0,5.0,1184.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,8.0,2009.0,126500.0
748.0,903400220.0,75.0,68.4,11888.0,6.0,6.0,1916.0,1994.0,0.0,0.0,0.0,844.0,844.0,1445.0,689.0,0.0,2134.0,0.0,0.0,2.0,0.0,5.0,1.0,10.0,0.0,1930.0,2.0,441.0,0.0,60.0,268.0,0.0,0.0,0.0,0.0,7.0,2009.0,214500.0
749.0,903425245.0,70.0,60.0,11414.0,7.0,8.0,1910.0,1993.0,0.0,0.0,0.0,728.0,728.0,1136.0,883.0,0.0,2019.0,0.0,0.0,1.0,0.0,3.0,1.0,8.0,0.0,1997.0,2.0,532.0,509.0,135.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,167500.0
750.0,903427120.0,70.0,57.0,8094.0,6.0,6.0,1915.0,1950.0,0.0,0.0,0.0,1048.0,1048.0,1048.0,720.0,0.0,1768.0,0.0,0.0,2.0,0.0,3.0,1.0,8.0,0.0,1930.0,2.0,576.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,6.0,2009.0,155000.0
751.0,903429080.0,70.0,50.0,2500.0,7.0,8.0,1915.0,2005.0,0.0,299.0,0.0,611.0,910.0,916.0,910.0,0.0,1826.0,1.0,0.0,1.0,1.0,4.0,1.0,7.0,1.0,1915.0,1.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,155000.0
752.0,903429110.0,70.0,68.0,9928.0,7.0,8.0,1915.0,1994.0,0.0,0.0,0.0,672.0,672.0,1272.0,672.0,0.0,1944.0,0.0,0.0,2.0,0.0,3.0,1.0,8.0,0.0,1915.0,1.0,216.0,24.0,28.0,0.0,0.0,0.0,0.0,400.0,6.0,2009.0,179900.0
753.0,903430060.0,75.0,92.0,5520.0,6.0,6.0,1912.0,1950.0,0.0,0.0,0.0,755.0,755.0,929.0,929.0,371.0,2229.0,0.0,0.0,1.0,0.0,5.0,1.0,8.0,0.0,1935.0,0.0,0.0,0.0,198.0,30.0,0.0,0.0,0.0,0.0,7.0,2009.0,104000.0
754.0,903430070.0,90.0,50.0,3000.0,5.0,1.0,1922.0,1950.0,0.0,0.0,0.0,1040.0,1040.0,1088.0,1040.0,0.0,2128.0,0.0,0.0,2.0,0.0,4.0,2.0,11.0,0.0,1941.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,62500.0
755.0,903451090.0,70.0,57.0,6876.0,6.0,5.0,1927.0,1950.0,0.0,522.0,0.0,198.0,720.0,1146.0,784.0,0.0,1930.0,1.0,0.0,2.0,0.0,4.0,1.0,8.0,0.0,1927.0,1.0,316.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,8.0,2009.0,149000.0
756.0,903458170.0,30.0,52.0,6240.0,4.0,5.0,1925.0,1950.0,0.0,152.0,0.0,628.0,780.0,848.0,0.0,360.0,1208.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1962.0,2.0,539.0,0.0,23.0,112.0,0.0,0.0,0.0,0.0,1.0,2009.0,103000.0
757.0,903475100.0,70.0,57.8,5775.0,6.0,7.0,1915.0,2002.0,0.0,0.0,0.0,483.0,483.0,741.0,686.0,0.0,1427.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1915.0,1.0,379.0,0.0,24.0,112.0,0.0,0.0,0.0,0.0,2.0,2009.0,123000.0
758.0,903476090.0,190.0,41.0,5852.0,7.0,5.0,1902.0,2000.0,188.0,169.0,0.0,851.0,1020.0,978.0,886.0,0.0,1864.0,0.0,0.0,2.0,1.0,6.0,1.0,9.0,0.0,1956.4,0.0,0.0,0.0,188.0,102.0,0.0,0.0,0.0,0.0,5.0,2009.0,97500.0
759.0,903481120.0,50.0,60.0,5160.0,6.0,6.0,1927.0,1950.0,0.0,0.0,0.0,1204.0,1204.0,1204.0,462.0,0.0,1666.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,1927.0,1.0,384.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,8.0,2009.0,135000.0
760.0,903481130.0,85.0,86.0,5160.0,4.0,6.0,1923.0,1950.0,0.0,749.0,63.0,46.0,858.0,892.0,0.0,0.0,892.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,1943.4,0.0,0.0,0.0,0.0,105.0,0.0,160.0,0.0,0.0,7.0,2009.0,70000.0
761.0,903484110.0,190.0,60.0,10320.0,6.0,7.0,1915.0,1965.0,0.0,276.0,262.0,160.0,698.0,754.0,649.0,0.0,1403.0,1.0,0.0,1.0,1.0,3.0,1.0,7.0,0.0,1915.0,1.0,308.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,2.0,2009.0,116000.0
762.0,904100190.0,20.0,50.0,4280.0,4.0,9.0,1946.0,2001.0,0.0,0.0,0.0,560.0,560.0,704.0,0.0,0.0,704.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0,1946.0,1.0,220.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,9.0,2009.0,88750.0
763.0,904301060.0,90.0,60.0,10800.0,5.0,5.0,1987.0,1988.0,0.0,1200.0,0.0,0.0,1200.0,1200.0,0.0,0.0,1200.0,3.0,0.0,3.0,0.0,3.0,1.0,5.0,0.0,1957.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,179000.0
764.0,904301070.0,90.0,60.0,10800.0,5.0,5.0,1987.0,1988.0,0.0,1200.0,0.0,0.0,1200.0,1200.0,0.0,0.0,1200.0,3.0,0.0,3.0,0.0,3.0,1.0,5.0,0.0,1957.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,179000.0
765.0,904301100.0,90.0,57.0,10547.0,5.0,5.0,1978.0,1978.0,0.0,1152.0,0.0,0.0,1152.0,1152.0,0.0,0.0,1152.0,2.0,0.0,2.0,0.0,2.0,2.0,6.0,0.0,1960.0,1.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,159900.0
766.0,904301375.0,30.0,60.2,10020.0,1.0,1.0,1922.0,1950.0,0.0,350.0,0.0,333.0,683.0,904.0,0.0,0.0,904.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1933.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,61000.0
767.0,904351200.0,70.0,54.0,6629.0,6.0,6.0,1925.0,1950.0,0.0,551.0,0.0,121.0,672.0,697.0,672.0,0.0,1369.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1930.0,1.0,300.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,103600.0
768.0,904351240.0,50.0,60.0,9780.0,5.0,3.0,1934.0,1950.0,0.0,0.0,0.0,585.0,585.0,687.0,425.0,0.0,1112.0,1.0,0.0,2.0,0.0,4.0,1.0,6.0,0.0,1934.0,1.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,63000.0
769.0,905101260.0,80.0,70.0,12886.0,5.0,6.0,1963.0,1999.0,0.0,444.0,0.0,76.0,520.0,1464.0,0.0,0.0,1464.0,0.0,1.0,2.0,0.0,3.0,1.0,6.0,1.0,1997.0,2.0,480.0,302.0,0.0,0.0,0.0,100.0,0.0,0.0,10.0,2009.0,175000.0
770.0,905101490.0,20.0,80.0,8816.0,5.0,6.0,1963.0,1963.0,0.0,651.0,0.0,470.0,1121.0,1121.0,0.0,0.0,1121.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1963.0,2.0,480.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,139000.0
771.0,905103040.0,60.0,70.0,11184.0,6.0,5.0,1978.0,1978.0,92.0,226.0,500.0,192.0,918.0,918.0,765.0,0.0,1683.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1978.0,2.0,440.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,172500.0
772.0,905103070.0,20.0,75.0,11625.0,5.0,6.0,1967.0,1967.0,172.0,527.0,0.0,525.0,1052.0,1052.0,0.0,0.0,1052.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,1984.0,1.0,668.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,113500.0
773.0,905105190.0,20.0,65.0,7800.0,5.0,7.0,1967.0,2004.0,89.0,450.0,0.0,414.0,864.0,899.0,0.0,0.0,899.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1967.0,1.0,288.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,130000.0
774.0,905107310.0,85.0,71.6,8014.0,6.0,5.0,1978.0,1978.0,23.0,456.0,0.0,0.0,456.0,1034.0,0.0,0.0,1034.0,0.0,1.0,1.0,0.0,3.0,1.0,5.0,1.0,1978.0,2.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,149900.0
775.0,905108190.0,85.0,75.6,7252.0,5.0,5.0,1982.0,1982.0,0.0,685.0,0.0,173.0,858.0,858.0,0.0,0.0,858.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1983.0,2.0,576.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,134900.0
776.0,905108220.0,85.0,74.0,8740.0,5.0,6.0,1982.0,1982.0,0.0,672.0,0.0,168.0,840.0,860.0,0.0,0.0,860.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1996.0,2.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,137000.0
777.0,905200220.0,20.0,83.0,11616.0,5.0,5.0,1962.0,1962.0,116.0,170.0,670.0,252.0,1092.0,1092.0,0.0,0.0,1092.0,0.0,1.0,1.0,0.0,3.0,1.0,6.0,1.0,1962.0,1.0,288.0,0.0,20.0,144.0,0.0,0.0,0.0,0.0,9.0,2009.0,139000.0
778.0,905200260.0,80.0,88.0,15400.0,5.0,5.0,1961.0,1961.0,0.0,0.0,0.0,552.0,552.0,904.0,611.0,259.0,1774.0,0.0,0.0,2.0,0.0,4.0,1.0,8.0,1.0,1961.0,1.0,384.0,290.0,40.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,165000.0
779.0,905200350.0,80.0,88.0,15312.0,6.0,5.0,1960.0,1960.0,54.0,588.0,0.0,550.0,1138.0,1138.0,0.0,0.0,1138.0,0.0,1.0,1.0,0.0,3.0,1.0,6.0,1.0,1960.0,2.0,480.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,3.0,2009.0,148000.0
780.0,905225090.0,80.0,82.0,15584.0,5.0,5.0,1956.0,1956.0,366.0,0.0,0.0,825.0,825.0,2071.0,0.0,0.0,2071.0,0.0,1.0,1.0,1.0,4.0,1.0,9.0,1.0,1956.0,1.0,336.0,131.0,28.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,165000.0
781.0,905228050.0,20.0,66.8,9000.0,2.0,2.0,1947.0,1950.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,660.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1936.2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,2009.0,63900.0
782.0,905229040.0,50.0,81.6,11250.0,4.0,5.0,1957.0,1989.0,0.0,0.0,0.0,1104.0,1104.0,1104.0,684.0,0.0,1788.0,1.0,0.0,1.0,0.0,5.0,1.0,8.0,2.0,1957.0,1.0,304.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,161500.0
783.0,905325020.0,20.0,65.0,25095.0,5.0,8.0,1968.0,2003.0,0.0,1324.0,0.0,113.0,1437.0,1473.0,0.0,0.0,1473.0,2.0,0.0,1.0,0.0,1.0,1.0,5.0,2.0,1968.0,1.0,452.0,0.0,48.0,0.0,0.0,60.0,0.0,0.0,6.0,2009.0,143000.0
784.0,905377010.0,20.0,79.0,17140.0,4.0,6.0,1956.0,1956.0,0.0,1059.0,0.0,75.0,1134.0,1229.0,0.0,0.0,1229.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1956.0,1.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,135000.0
785.0,905377130.0,30.0,81.0,12342.0,4.0,5.0,1940.0,1950.0,0.0,262.0,0.0,599.0,861.0,861.0,0.0,0.0,861.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1961.0,2.0,539.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,82500.0
786.0,905401100.0,20.0,86.2,10708.0,5.0,5.0,1955.0,1993.0,0.0,379.0,768.0,470.0,1617.0,1867.0,0.0,0.0,1867.0,1.0,0.0,1.0,0.0,2.0,1.0,7.0,3.0,1955.0,1.0,303.0,476.0,0.0,0.0,0.0,142.0,0.0,0.0,11.0,2009.0,190000.0
787.0,905402060.0,20.0,67.4,13680.0,3.0,5.0,1955.0,1955.0,0.0,0.0,0.0,0.0,0.0,1733.0,0.0,0.0,1733.0,0.0,0.0,2.0,0.0,4.0,1.0,8.0,1.0,1955.0,2.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,139600.0
788.0,905402070.0,20.0,79.0,15635.0,4.0,5.0,1954.0,1954.0,0.0,0.0,0.0,0.0,0.0,1383.0,0.0,0.0,1383.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,1980.0,2.0,498.0,0.0,0.0,90.0,0.0,110.0,0.0,0.0,10.0,2009.0,122000.0
789.0,905450020.0,20.0,73.0,9855.0,6.0,5.0,1956.0,1956.0,0.0,0.0,0.0,1436.0,1436.0,1689.0,0.0,0.0,1689.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,1.0,1956.0,2.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,127500.0
790.0,905451300.0,20.0,68.0,9571.0,5.0,5.0,1956.0,1956.0,0.0,257.0,0.0,816.0,1073.0,1073.0,0.0,0.0,1073.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1956.0,1.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2009.0,121500.0
791.0,905451340.0,20.0,68.0,9571.0,5.0,3.0,1958.0,1958.0,0.0,0.0,0.0,1276.0,1276.0,1276.0,0.0,0.0,1276.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1958.0,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,60000.0
792.0,905452040.0,60.0,50.0,9350.0,6.0,7.0,1946.0,1950.0,0.0,342.0,0.0,405.0,747.0,892.0,747.0,0.0,1639.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,1946.0,1.0,240.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,154400.0
793.0,905452050.0,30.0,50.0,9340.0,4.0,6.0,1941.0,1950.0,0.0,344.0,0.0,328.0,672.0,672.0,0.0,0.0,672.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1941.0,1.0,234.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,113000.0
794.0,905475160.0,20.0,62.0,7440.0,5.0,6.0,1954.0,1954.0,0.0,173.0,0.0,916.0,1089.0,1089.0,0.0,0.0,1089.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,1.0,1954.0,1.0,252.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,125000.0
795.0,905475500.0,20.0,61.0,11500.0,4.0,3.0,1957.0,1957.0,0.0,0.0,0.0,0.0,0.0,845.0,0.0,0.0,845.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1957.0,1.0,290.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009.0,84000.0
796.0,905476230.0,120.0,42.0,4235.0,5.0,5.0,1984.0,1984.0,149.0,552.0,393.0,104.0,1049.0,1049.0,0.0,0.0,1049.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,1984.0,1.0,266.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,2.0,2009.0,139500.0
797.0,905478030.0,50.0,60.0,11409.0,5.0,4.0,1949.0,2008.0,0.0,292.0,0.0,476.0,768.0,1148.0,568.0,0.0,1716.0,0.0,0.0,1.0,1.0,3.0,1.0,8.0,1.0,1949.0,1.0,281.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,1.0,2009.0,131000.0
798.0,905480030.0,50.0,60.0,9060.0,6.0,5.0,1939.0,1950.0,0.0,204.0,0.0,356.0,560.0,698.0,560.0,0.0,1258.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,1939.0,1.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,105000.0
799.0,905480210.0,70.0,60.0,9084.0,4.0,5.0,1940.0,1950.0,0.0,0.0,0.0,755.0,755.0,755.0,755.0,0.0,1510.0,1.0,0.0,1.0,0.0,4.0,1.0,7.0,1.0,1940.0,1.0,296.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,108000.0
800.0,906201021.0,80.0,74.0,10778.0,7.0,6.0,1990.0,1991.0,0.0,460.0,286.0,308.0,1054.0,1061.0,0.0,0.0,1061.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,1990.0,2.0,462.0,114.0,36.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,162000.0
801.0,906201050.0,80.0,66.0,19255.0,6.0,5.0,1983.0,1983.0,100.0,70.0,450.0,0.0,520.0,1338.0,0.0,0.0,1338.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,1.0,1983.0,2.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,9.0,2009.0,156500.0
802.0,906201130.0,50.0,79.0,12327.0,8.0,8.0,1983.0,2009.0,0.0,1441.0,0.0,55.0,1496.0,1496.0,636.0,0.0,2132.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1983.0,2.0,612.0,349.0,40.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,316600.0
803.0,906203120.0,20.0,90.0,14684.0,7.0,7.0,1990.0,1991.0,234.0,485.0,177.0,1496.0,2158.0,2196.0,0.0,0.0,2196.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1990.0,3.0,701.0,84.0,70.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,271900.0
804.0,906223060.0,60.0,75.0,9317.0,7.0,5.0,1993.0,1993.0,137.0,513.0,0.0,227.0,740.0,1006.0,769.0,0.0,1775.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1993.0,2.0,425.0,234.0,72.0,192.0,0.0,0.0,0.0,0.0,7.0,2009.0,213000.0
805.0,906223080.0,60.0,85.0,10560.0,7.0,5.0,1993.0,1994.0,0.0,474.0,0.0,605.0,1079.0,1079.0,800.0,0.0,1879.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,1993.0,2.0,473.0,400.0,100.0,144.0,0.0,0.0,0.0,0.0,8.0,2009.0,239900.0
806.0,906223210.0,60.0,80.0,9828.0,8.0,5.0,1995.0,1995.0,0.0,584.0,0.0,544.0,1128.0,1142.0,878.0,0.0,2020.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,1995.0,2.0,466.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,239500.0
807.0,906226060.0,70.0,120.0,26400.0,5.0,7.0,1880.0,2007.0,0.0,0.0,0.0,0.0,0.0,1288.0,728.0,0.0,2016.0,0.0,0.0,1.0,0.0,4.0,1.0,7.0,1.0,1900.0,2.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,131000.0
808.0,906226070.0,90.0,64.0,7018.0,5.0,5.0,1979.0,1979.0,0.0,0.0,0.0,0.0,0.0,1535.0,0.0,0.0,1535.0,0.0,0.0,2.0,0.0,4.0,2.0,8.0,0.0,1979.0,2.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,118964.0
809.0,906226080.0,90.0,64.0,7018.0,5.0,5.0,1979.0,1979.0,275.0,1086.0,0.0,0.0,1086.0,1224.0,0.0,0.0,1224.0,2.0,0.0,0.0,2.0,2.0,2.0,6.0,2.0,1979.0,2.0,528.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,153337.0
